Nome: APODI
Codigo Estacao: 82590
Latitude: -5.62666666
Longitude: -37.815
Altitude: 131.37
Situacao: Operante
Data Inicial: 2015-01-01
Data Final: 2025-08-27
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2017-07-21;7;0;1,4;25,5;23,9;22,4;89,3;83;2,7;
2017-07-22;3,5;9,6;4,2;31,6;26,6;22,6;67,5;49;2,3;
2017-07-23;10,8;7,3;2,7;31,8;26,2;23;76;52;3,3;
2017-07-24;10,1;10,7;1;33,9;27,4;22;51,8;33;4;
2017-07-25;16,1;10;0;33;27,8;22,6;51,5;42;5,4;
2017-07-26;18;10,6;0;33,4;28,1;22,3;45,5;34;5;
2017-07-27;18,5;9,4;0;33,2;27,9;21,3;51,5;42;3,6;
2017-07-28;18,8;2,2;0;30,4;26,6;24,4;61,3;46;5,2;
2017-07-29;10,6;9,7;,5;33,7;28,2;22;48,5;38;4,3;
2017-07-30;13,6;10,2;0;32,4;27,2;22,4;53,8;40;5,3;
2017-07-31;18,8;6,8;0;32;27,9;23,9;52,3;42;2,4;
2017-08-01;20,5;6,3;0;32,4;28,2;24;53,3;43;1,8;
2017-08-02;20;8,8;0;32,6;28,6;23,9;51,8;45;3,6;
2017-08-03;15,4;10,9;0;35;27,7;22,6;55,8;30;3,3;
2017-08-04;17,5;11;0;35,6;27,3;22,5;61;30;2,3;
2017-08-05;17;11;0;36;27,6;22,8;62,8;32;3;
2017-08-06;15,9;10,9;0;35,2;27,3;22,3;59,5;31;2,1;
2017-08-07;20;10,7;0;33,6;28,3;24,5;48,8;36;1,2;
2017-08-08;20,2;10,9;0;34,3;27,6;22,7;54,3;33;3,8;
2017-08-09;16,4;11;0;35,5;27,9;22,8;56,3;32;4;
2017-08-10;17,8;10,8;0;35,6;27,4;22,8;58,3;30;2,7;
2017-08-11;19;10,9;0;35,3;27,3;21,4;56,8;31;3,5;
2017-08-12;18,8;10,9;0;35,3;28;23,4;54,5;27;3;
2017-08-13;18,5;10,5;0;35,2;28,6;23,6;54,5;32;3,3;
2017-08-14;17,6;10,7;0;35,4;28,2;23,6;60,3;36;3,2;
2017-08-15;15,4;10,9;0;34,3;27,6;22,5;55,8;34;3,7;
2017-08-16;15,3;11;0;33,9;27,6;22,6;52,5;35;1,5;
2017-08-17;14,4;10,9;0;35,9;28,5;22;55,3;34;2,7;
2017-08-18;19,6;11,1;0;35,6;28,2;24;61,5;37;3,1;
2017-08-19;18,3;8,9;0;33,9;28,1;25;59,3;47;2,8;
2017-08-20;18,2;9,7;0;34,9;27,6;22,6;61,5;40;2,9;
2017-08-21;16,5;10,6;0;35,8;28,1;23,6;65,5;40;2,3;
2017-08-22;16;11;0;35,6;28,5;23,7;51,8;37;4,3;
2017-08-23;20,5;11,1;0;34,4;28;23,2;56,5;39;3,8;
2017-08-24;21,8;7,3;0;34,7;27,9;24,2;61,3;39;1,7;
2017-08-25;18,6;6,6;0;33,8;28,4;24,2;61,3;44;1,9;
2017-08-26;15,1;9,7;2,9;35,1;29;23;54,8;36;3,5;
2017-08-27;19,2;11,2;0;35,4;28,4;23,2;56,8;35;2,7;
2017-08-28;19,3;11,1;0;35,2;28,4;23,7;57,3;35;3,5;
2017-08-29;19,6;10,6;0;35,7;28,3;23,9;60,5;36;3,2;
2017-08-30;17;10,8;0;34,8;28,3;23,6;59,3;36;2,6;
2017-08-31;16,5;10,8;0;35,7;28,4;23,6;60,3;44;1,2;
2017-09-01;18,2;10,8;0;35,4;28,4;23,5;60;36;2,3;
2017-09-02;18,9;8,7;0;35,3;28,9;24,4;55,8;37;4,7;
2017-09-03;18,5;11,1;0;35,5;28,8;23,4;56,3;32;3;
2017-09-04;21,8;10;0;34,8;28,2;22,5;57,8;39;3,9;
2017-09-05;21,1;10,8;0;35,5;28,9;23,2;54,3;44;2,3;
2017-09-06;20,2;7;0;34,3;27,7;23,8;65,5;44;2,2;
2017-09-07;17,5;10,6;0;34,6;28,6;24;63,5;49;3;
2017-09-08;21,8;10,7;0;35;28,6;24,7;60;41;3,3;
2017-09-09;null;11,2;0;35,4;29,3;23,3;51;42;4,3;
2017-09-10;20,5;10,9;0;35,6;30;25;51;41;3,7;
2017-09-11;null;10;0;35;29,6;23,6;50,5;40;2,9;
2017-09-12;20,2;10,9;0;35;28,7;23,8;61,3;44;3,4;
2017-09-13;17,9;10,2;0;35,7;29,6;24,1;52,5;39;5;
2017-09-14;18,5;10,8;0;35,8;29,4;24,2;54,3;40;4,4;
2017-09-15;null;10,7;0;34,1;28,9;23,2;52;45;3,8;
2017-09-16;null;10,8;0;34,8;28;22,8;61,3;47;5,3;
2017-09-17;20;11,3;0;35,8;28,7;23;62;44;3,3;
2017-09-18;20,6;11,2;0;36,5;28,8;23,8;62,8;39;3,9;
2017-09-19;21,9;11,1;0;35,2;29,2;24,1;56,5;44;3,6;
2017-09-20;20,5;11,2;0;34,6;29,2;24;61,5;48;3,3;
2017-09-21;18,9;10,2;0;34,6;28,4;24,5;67;52;2,7;
2017-09-22;21,1;10,7;0;35,6;28,3;24;68,8;51;4;
2017-09-23;18,5;7,7;0;34,8;28,4;24,4;67,3;52;3,6;
2017-09-24;18,9;11,3;0;36,4;28;23,3;69,3;46;2,3;
2017-09-25;21,6;11,2;0;35,2;28,2;23,6;67,8;48;3,8;
2017-09-26;19,1;11;0;35,8;28,5;23,6;68,8;49;3,8;
2017-09-27;21,3;10,2;0;34,8;28,7;24,3;68,3;57;2,7;
2017-09-28;19;9,1;0;35,8;28,9;24,8;64,5;46;3,2;
2017-09-29;20,8;10,7;0;35,6;28,6;24;54,8;32;2,2;
2017-09-30;null;10,8;0;36;28;23,2;54;29;3,2;
2017-10-01;18,9;11,1;0;36,6;28,5;22,7;51,8;28;2,2;
2017-10-02;null;10,4;0;36,3;28,5;23,1;56,5;31;3,4;
2017-10-03;null;7,5;0;36,4;29;24,4;55,8;31;3,2;
2017-10-04;21,9;11,2;0;37,4;29,6;23,8;50,5;26;3,3;
2017-10-05;21,5;10,3;0;36,4;29,8;25;46,5;31;4;
2017-10-06;null;11,1;0;36,4;28,9;23,4;52,8;27;3,7;
2017-10-07;22;10,8;0;36;28,7;23,6;49,5;30;3,2;
2017-10-08;18,6;10,9;0;36,2;28,8;24,4;55,5;32;3,9;
2017-10-09;18,6;11,3;0;35,9;28,7;25;56,8;30;4,3;
2017-10-10;19,5;11,2;0;36,2;28,5;23,7;57;32;3,5;
2017-10-11;19,4;6,7;0;34,7;28;25;61,3;38;2,1;
2017-10-12;17,9;11;0;36,5;28,7;23,2;55;32;3,9;
2017-10-13;21,2;11;0;36,8;29;23,7;53,8;30;3,7;
2017-10-14;19,6;11,2;0;37,6;29;23,6;55,5;27;2,3;
2017-10-15;17,9;10,6;0;36,8;28,4;24;56,8;33;2,5;
2017-10-16;18,5;8,6;0;35,5;28,5;25,3;61,8;36;3;
2017-10-17;18,5;7,2;0;35,7;28,9;25,4;54,8;29;3,4;
2017-10-18;18,3;10,3;0;35,3;28;23,3;62,5;37;2,7;
2017-10-19;15,8;11,1;3,6;35,8;28,7;23;51;32;3,4;
2017-10-20;7,2;7,8;0;36,4;28,8;26;62;35;3,4;
2017-10-21;19,9;10,5;0;36,8;29,6;24;47;31;4,2;
2017-10-22;19,4;11,2;0;36,3;28,9;24,4;53,5;30;1,9;
2017-10-23;null;11,4;0;36,6;28,7;23,1;54;28;3,4;
2017-10-24;21,2;9,8;0;36,4;30,6;24,7;47,8;38;3,6;
2017-10-25;null;11,3;0;36,8;29,6;24,6;54,3;34;3;
2017-10-26;null;11;0;36,6;30;25,3;53,8;32;3,5;
2017-10-27;null;8,5;0;36,9;29,3;24,8;55;31;2,9;
2017-10-28;null;10,3;0;36,4;29,1;24,9;60,8;34;1,8;
2017-10-29;21,7;10,6;0;37,3;29,2;24,3;57,5;34;1,8;
2017-10-30;18,2;11,1;0;36,8;28,9;24,8;58,8;34;1,9;
2017-10-31;16,4;11,3;0;36,4;28,6;23,6;58;33;4,2;
2017-11-01;17,8;11,1;0;36,8;28,8;23,8;60,3;32;3,2;
2017-11-02;17,3;10,7;0;37,2;29,5;24,6;56,5;32;2,5;
2017-11-03;20,3;11,4;0;37,6;29,5;24,9;55,5;31;3,2;
2017-11-04;21;11,3;0;36,5;29,1;23,6;54,3;32;3,6;
2017-11-05;null;11,5;0;37,5;29;23,1;49;25;1,7;
2017-11-06;21,7;11,3;0;36,4;28,3;23,2;56,8;30;3;
2017-11-07;17,8;9,7;0;36,6;28,6;24;58,3;37;3,2;
2017-11-08;19,7;10,3;0;35,7;28,5;24,4;58,3;32;1,8;
2017-11-09;19,1;8,4;0;35,4;27,8;23,4;60,8;40;2,4;
2017-11-10;17,7;10,2;0;36;28,4;24,5;55,5;34;3,8;
2017-11-11;20,5;11,5;0;36,8;28,4;23,2;57,5;29;3,5;
2017-11-12;19,2;11,3;0;37,6;28,7;23,2;56,5;27;2;
2017-11-13;16,9;10,8;0;36;28,5;24;62,8;39;2,5;
2017-11-14;17,5;10,1;0;35,8;28,9;24;56,3;37;3,1;
2017-11-15;22;11,2;0;35,5;28,8;24,2;55;38;3,2;
2017-11-16;null;10,5;0;35,9;28,4;23,8;57,3;32;2,2;
2017-11-17;20,2;7,9;0;34,8;28,1;24,1;59,5;37;2,8;
2017-11-18;15,4;10;0;35,8;27,9;23,6;61,3;32;1,1;
2017-11-19;17,4;10,4;0;36,2;28,2;23,1;58,5;33;1,3;
2017-11-20;18,1;11,2;0;37,2;28,7;23,7;60,8;33;3,6;
2017-11-21;17,9;11,7;0;37,5;29;23,5;59;33;2,7;
2017-11-22;19,9;10,6;0;36,2;28,7;24,3;58,5;36;2,2;
2017-11-23;20,1;11,1;0;36,4;29,1;23,9;59;36;3,5;
2017-11-24;21,2;9,5;0;35,4;28,9;25;60;39;3,3;
2017-11-25;20,9;10,5;,6;36,8;29,3;25,4;59;37;2,7;
2017-11-26;19,1;11,7;0;36,7;28,9;23,4;56,8;31;3,6;
2017-11-27;19,4;11,3;0;36,8;28,8;23,2;57,3;33;2,8;
2017-11-28;18,8;11,4;0;36,9;29;24,8;58;32;2,1;
2017-11-29;18,5;10,1;0;35,4;28,7;24,6;62,3;40;2;
2017-11-30;17;11,3;0;35;28,6;24,5;63,3;46;3,4;
2017-12-01;18,9;11,1;0;36;28,9;24,4;59,5;41;3,9;
2017-12-02;21,2;9,2;0;35,3;28,1;23,4;61;41;1,2;
2017-12-03;19,3;10,8;0;36,1;28,9;23,6;58,5;38;1,7;
2017-12-04;21,4;11,2;0;36,9;29,7;24,4;55,3;36;2,9;
2017-12-05;21,9;11,1;0;37,2;29,3;24,7;60,8;35;2,8;
2017-12-06;20,5;11,4;0;37,7;29,4;24,4;58,8;34;3,7;
2017-12-07;19,1;11,4;0;36,7;28,5;23,7;61,3;37;1,4;
2017-12-08;18,9;11;0;36,3;29,1;24,8;62,5;42;4,5;
2017-12-09;14,3;10,5;0;36;28,6;24,7;64,8;40;3;
2017-12-10;16,6;8,7;0;35,8;28,6;24,3;65;42;2,3;
2017-12-11;15,4;9,4;0;35,8;28,9;25;63,3;41;2;
2017-12-12;17,2;10,9;0;37,2;29,4;24,2;61;36;3,3;
2017-12-13;null;9,3;0;36,5;29;24,3;59,5;38;3;
2017-12-14;20,4;11,2;0;36,4;28,7;24,1;59,8;34;2,5;
2017-12-15;20,8;11,1;0;36,5;28,8;24,1;59,5;33;2,1;
2017-12-16;18,2;8,8;0;35,5;28,8;25;61,5;39;1,7;
2017-12-17;18,4;9,3;0;36,6;29,2;23,8;60,8;38;2,3;
2017-12-18;null;6,8;0;35,5;29;24,7;62,3;41;3,5;
2017-12-19;null;3,3;0;33;28,6;25;63,5;48;2,5;
2017-12-20;15,4;2,1;0;33,1;28,4;25,7;67,8;50;1,3;
2017-12-21;15,8;2,9;0;34,6;28,6;25,6;65,8;42;2,5;
2017-12-22;17,6;9,4;0;34,8;28,7;25,3;66;42;1,6;
2017-12-23;null;5,4;0;35,8;29,2;25,5;64,8;46;1,2;
2017-12-24;15,8;11,1;0;36,6;29,6;25,4;62,5;38;2,1;
2017-12-25;20,4;10,1;0;36,8;29,3;25;63,8;38;3,5;
2017-12-26;16,6;8;0;36,4;29,4;25,2;65,5;42;2,5;
2017-12-27;18,7;10,8;0;37,4;29,8;25;60,5;37;1,6;
2017-12-28;null;11,2;0;36,8;29;23,8;60,3;38;2,2;
2017-12-29;20,8;10,9;0;37;29,1;24;63,5;43;1,9;
2017-12-30;19,3;11;0;37,2;29,4;24,8;62,8;39;2,8;
2017-12-31;19,5;11,1;0;37;29,2;24,9;66,3;40;2,6;
2018-01-01;20;10,3;0;36,8;29,1;24,6;64;38;3;
2018-01-02;19,2;10,9;0;35,8;28,8;24,1;62;44;3,7;
2018-01-03;17,6;9;0;36,2;29;25;63,8;43;1,5;
2018-01-04;15,3;9,5;0;36,4;29,2;25,2;64,3;42;2,7;
2018-01-05;19,8;3,9;0;34,5;28,5;25,2;66,3;46;1,7;
2018-01-06;15,8;9,4;0;35,8;28,5;24,5;61,3;41;1,7;
2018-01-07;20;11,2;0;36,2;29;24,3;65,5;37;2,2;
2018-01-08;21;11,3;0;35,8;28,9;23,6;62,3;42;3,1;
2018-01-09;18,9;6,8;0;34,8;29,1;25;63,8;46;2,6;
2018-01-10;14,1;1,9;0;31,8;28,2;24,2;60,5;53;1,5;
2018-01-11;11,5;9,5;,3;35,2;28,3;23,2;68,8;45;2,2;
2018-01-12;17,7;9,8;0;35,5;28,5;24,4;66;42;1,5;
2018-01-13;18,5;9,8;0;36,6;28,7;24,6;63;41;1,8;
2018-01-14;19,4;8,6;0;35,8;28,9;24,6;67;51;2,9;
2018-01-15;18,5;9,6;0;35,6;29,4;24;59,8;53;2,8;
2018-01-16;null;11,2;0;36;29,1;24;59;40;2;
2018-01-17;21;11,4;0;36,9;29,8;25,3;63,5;41;3,2;
2018-01-18;22;8,6;0;36,7;29,7;25,2;65,3;44;2,2;
2018-01-19;12,8;7,9;5,2;36,6;26,9;23,3;79,8;53;1;
2018-01-20;8;7,7;4;33,6;26,4;23,4;85;75;1,2;
2018-01-21;5,8;10,7;8,3;34,6;28,2;23,8;65;43;2,1;
2018-01-22;11,2;6,4;0;35,4;29;24,3;61,8;41;2,3;
2018-01-23;13,5;3,3;0;33,6;28,1;25,2;68,3;45;2;
2018-01-24;9,2;,5;2,3;30,3;26,6;23,8;73,3;65;1;
2018-01-25;8,4;3,9;0;32;27,7;24,6;64,5;49;2,1;
2018-01-26;11,7;5,1;0;34;28,2;24;49,3;44;1,5;
2018-01-27;17,2;,5;0;30,1;26,6;24,8;82;46;1,5;
2018-01-28;5,4;5,7;1,4;33,4;28,1;24,3;66,5;44;1,7;
2018-01-29;14,5;3,3;0;33,8;28,4;25;63;45;1,2;
2018-01-30;16,2;7,3;0;36,7;28,8;24,6;59,3;32;1,7;
2018-01-31;18,6;11;0;36;29,6;24,2;54;35;2;
2018-02-01;null;10,5;0;35,3;29,1;24,1;58;40;1,7;
2018-02-02;null;8,5;0;35,8;29,3;24,7;61,5;40;1,4;
2018-02-03;21,8;10,7;0;36,3;29,3;24,6;59,8;35;1,8;
2018-02-04;null;9,7;0;35,8;29;24;60,3;34;1,6;
2018-02-05;19,9;9,2;0;36;29,5;25,5;59;38;2,3;
2018-02-06;18,5;8,4;0;36,1;29,4;25,1;61,3;39;2,3;
2018-02-07;21;10,5;0;36,8;30;26;60,8;37;2;
2018-02-08;null;9,1;0;36,8;29,7;26,6;64;45;2,9;
2018-02-09;19,5;7,5;1,4;34,6;28,9;24,8;54;35;3,6;
2018-02-10;20,4;4,9;2,1;33,4;25,8;23,4;79,5;48;1,1;
2018-02-11;6;,5;5;31,2;26,8;23;76;56;1;
2018-02-12;7,3;,8;0;32,8;28;25,3;68,8;53;1,5;
2018-02-13;7,4;4,8;,5;31,2;25,7;22,4;82,5;65;1,7;
2018-02-14;4,4;0;39,2;26,2;24;22,4;93,5;90;1,3;
2018-02-15;1,6;6,7;8,1;30,4;25,5;22,4;84;65;1,9;
2018-02-16;3,3;4,6;11,8;31,6;26,2;23,8;80,8;57;1,3;
2018-02-17;8,8;2,9;2,9;29,7;25,5;23,8;86,8;68;,9;
2018-02-18;7,6;5,5;,5;32,1;26,7;24;83,5;73;1,8;
2018-02-19;4;10,8;13,9;33,1;27,6;24,4;74,5;55;1,2;
2018-02-20;8,9;10,1;0;34;28,1;24;70,5;46;2,1;
2018-02-21;9,9;8,8;12,8;32,8;27,5;24,4;69,3;40;1,1;
2018-02-22;7,2;7,8;0;33,2;27;24,5;80,3;69;2,3;
2018-02-23;6,2;8,5;,2;33,5;27,1;23,6;76,5;55;1,1;
2018-02-24;7,8;8,2;0;33,2;27,5;24,6;78,8;58;1,3;
2018-02-25;7,7;10,7;,4;33,8;28,1;24,8;69,8;49;1,2;
2018-02-26;13;10,7;0;34,5;28,4;24,6;66,5;49;1,9;
2018-02-27;11,9;10,2;0;34;28,6;25;68,3;46;2,8;
2018-02-28;14,9;8,5;0;34,6;28;25;77,3;50;1,2;
2018-03-01;10,6;5,2;2,1;31,6;26,9;24,8;79,3;71;1,6;
2018-03-02;7,6;7;0;32,4;27,2;24,6;79,3;59;1;
2018-03-03;6,7;9,9;3,1;34,2;27,8;24,2;74,8;49;,9;
2018-03-04;10,3;7,3;null;33,2;27,8;24,6;74,5;52;1,3;
2018-03-05;9,1;8,8;8,6;33,4;27,6;24,1;74,5;52;1,2;
2018-03-06;6,9;10;0;34,2;28;23;73,5;51;2,1;
2018-03-07;11,8;10,6;0;34,4;28,4;24,4;71,8;49;1,7;
2018-03-08;14;9,7;0;34,5;28,3;24,2;69,3;45;1,2;
2018-03-09;12,7;8,7;0;35;28,7;25,5;69,5;44;1,7;
2018-03-10;11,3;7,4;0;34,4;28,5;25;72;58;1,3;
2018-03-11;12,9;9,6;0;35,3;28,5;25;71,3;48;1;
2018-03-12;11,5;8,9;1,5;35,2;28,7;25,2;71,5;50;1,5;
2018-03-13;12,1;8,6;0;35,9;28,9;24,9;73,3;45;2;
2018-03-14;15,5;9,8;0;36,5;29,1;24,6;65,8;40;1,9;
2018-03-15;19;11,1;0;35,6;28,8;24,6;61,5;36;1,2;
2018-03-16;17,9;11,2;0;36;29;24,8;64,3;38;1,5;
2018-03-17;14,6;11,2;0;36,4;29,2;25,4;63,3;36;,9;
2018-03-18;14,5;6,6;0;35,2;28,4;24;65,5;44;1,7;
2018-03-19;12,3;10,2;0;36;29,1;25,1;66;42;1,4;
2018-03-20;16,5;8,8;0;34,8;29,2;25,3;60,5;46;1,5;
2018-03-21;19;8,3;0;35,6;29;25,3;64,5;42;1,9;
2018-03-22;15;7,2;0;35,3;29,4;26;64;49;1,8;
2018-03-23;15;8,7;0;35,5;29,2;25,6;63,8;39;1,8;
2018-03-24;15,8;10,2;0;36;29,3;25;61,5;42;1,2;
2018-03-25;15,5;3,5;0;34,4;28,9;25,3;64,5;42;,9;
2018-03-26;10,2;1,9;19;31,2;26,9;22,3;74,8;63;1;
2018-03-27;5;8,2;,2;34,2;27,2;24,2;74,5;43;2,2;
2018-03-28;6,4;7,5;4,5;32,9;26,6;23,6;83;60;1,5;
2018-03-29;4,2;3,9;28,5;30,1;25,6;23,8;93;84;1,1;
2018-03-30;2,2;6,6;32,7;31;26,2;23,8;85;72;1,4;
2018-03-31;4;10,4;31,8;32,6;27,8;23,9;72,5;58;1,4;
2018-04-01;6,8;9,8;0;32,4;26,7;24;80,5;60;1,2;
2018-04-02;5,2;,6;20,8;27,4;25,9;24,2;88,5;86;,9;
2018-04-03;1,3;10,6;17,3;32,3;27,5;24,4;78,5;58;,9;
2018-04-04;5,7;10,3;3,4;32,4;27,7;24,9;77;59;1,3;
2018-04-05;6,7;10,7;0;32,6;27,8;24;73,8;52;1,4;
2018-04-06;6,6;5,8;0;34,6;27,5;25;76;45;3,5;
2018-04-07;4,9;9,8;,5;32,3;26,6;23,2;83,5;66;,9;
2018-04-08;4,6;3,4;103,5;29,8;24,5;21,7;91,5;78;1,1;
2018-04-09;,6;5,2;89,1;29,4;25;21,6;87;71;1,6;
2018-04-10;4,4;8,5;7,4;30,4;26,1;22,8;79,3;63;1,8;
2018-04-11;4,4;1,1;2;30,2;24,7;23,1;89,5;71;1;
2018-04-12;2,3;8,5;32,5;30,9;25,6;22,6;86;66;1,1;
2018-04-13;3,3;4,8;36,4;28,9;24,8;23;93,5;79;1,1;
2018-04-14;2,2;8,7;0;31,4;26,3;22,9;81;58;1,3;
2018-04-15;3,8;10,7;0;31,2;26,9;23,4;80;67;1,4;
2018-04-16;4,1;7,2;4,8;30,4;25,3;23,1;86,8;68;,9;
2018-04-17;3,6;0;27,7;26;23,8;22,2;94,8;89;,9;
2018-04-18;1,3;10,4;,3;31,4;26,7;22,8;80,3;64;1,1;
2018-04-19;4,7;10,7;0;31,6;27,3;24;77,5;61;1,2;
2018-04-20;5,3;10,3;0;31,8;26,6;24,2;79,8;62;1,6;
2018-04-21;4,7;8,9;,6;30,6;26,1;23,5;81,8;59;1,1;
2018-04-22;4,4;5,9;2,3;29,7;26,1;24,1;85;77;1,4;
2018-04-23;4,5;10,7;3,9;30,3;25,1;22,2;84,3;68;1,4;
2018-04-24;3,9;10,5;4,4;30,6;26,7;23,4;75,8;65;1,2;
2018-04-25;4,8;9,8;0;30,6;27;23;72,8;57;1,7;
2018-04-26;5,5;10;0;30,9;26;23,3;81,5;66;1,2;
2018-04-27;4,5;9,8;,3;31,4;25,6;22,8;79,8;68;1;
2018-04-28;3,3;10,8;11,1;30,6;26,5;23,3;80,5;65;1,5;
2018-04-29;4,9;9,5;8,1;30,4;25,8;23,2;84,3;67;1,2;
2018-04-30;3,9;9,6;5,8;29,8;25,8;24;82,5;68;1,6;
2018-05-01;3,5;9,4;,3;30,9;26,5;23,2;79,5;71;1,1;
2018-05-02;4;8,5;13,9;30;26,2;22,1;81,3;64;1,7;
2018-05-03;4;9;0;30,1;26,6;23,5;78,5;66;,9;
2018-05-04;4,5;11;0;30;26,5;23,7;76,3;62;1,2;
2018-05-05;5,8;8,8;0;30;26,1;22,1;78,8;69;1,5;
2018-05-06;3,5;2,2;0;29,4;26,1;24,4;80,8;68;1,3;
2018-05-07;5,8;8,4;0;29,6;26,2;23,8;72,8;64;1,4;
2018-05-08;6;7,9;0;30,4;27;24,3;73;59;1,7;
2018-05-09;5;3,6;0;29,8;26,8;24,4;77;65;,8;
2018-05-10;4,7;,6;0;28,8;26,3;24;82,8;72;,9;
2018-05-11;3,5;10,2;0;31,2;26,6;23,7;78,8;64;1,5;
2018-05-12;6;8;0;31;26,7;23,2;82;73;1,6;
2018-05-13;3,1;9,6;24,3;31,4;26,5;24;82,5;68;,9;
2018-05-14;4,8;10,8;0;30,9;26,9;23,7;78,3;61;2;
2018-05-15;6,4;9,9;0;30,8;26;23,2;81,8;66;1,5;
2018-05-16;3,9;10,4;6,1;31,1;26,5;22,8;76,8;62;1,2;
2018-05-17;4,5;4,9;0;29,8;24,7;22,2;89,5;77;1,2;
2018-05-18;1,8;9,8;56;30,4;25,4;22,2;86,5;68;,9;
2018-05-19;3,7;11;5,6;30,2;26,5;22,8;77,8;65;1,3;
2018-05-20;4;7,8;0;31,2;26,8;23,8;80,5;66;,9;
2018-05-21;3,6;9,2;0;31,3;26,3;23,4;80,8;66;,9;
2018-05-22;3,4;10,4;1,1;31;26,2;23;74,5;60;1;
2018-05-23;7,6;11;0;30,8;26;21,8;75;60;1,5;
2018-05-24;5,4;2,2;0;30,4;26,2;23;75;59;1,3;
2018-05-25;4,3;10,4;0;31,3;26,3;23,3;75;59;2,2;
2018-05-26;4,9;10,7;64,2;30;25,8;22,4;78,3;62;1,9;
2018-05-27;5,1;10,9;,7;30;25,9;22,6;73,5;56;2,3;
2018-05-28;5;9,5;0;30,1;25,9;22,4;78;65;1,6;
2018-05-29;5,6;9,8;,2;29,6;25,8;22,1;78,5;61;1,7;
2018-05-30;5,4;10,7;0;30,1;25,6;21,2;77;60;2;
2018-05-31;5,9;6,1;0;29,8;25,6;22,7;83,3;68;1,3;
2018-06-01;5,3;6,7;0;30,3;25,8;22,9;78,3;58;2;
2018-06-02;5;10,3;0;32;26,5;22,4;83,3;68;1,8;
2018-06-03;4,6;2,8;7,7;29,7;25,7;24,2;84,5;70;,9;
2018-06-04;4;9,2;0;31,1;26,6;23,3;76,3;60;1,4;
2018-06-05;5;8,2;0;30,6;25;21,8;69,5;54;1,5;
2018-06-06;5,6;10,7;0;32,3;25,6;21,3;72,8;54;1,7;
2018-06-07;5,9;5,4;0;29,6;25,5;23,1;86;72;1,7;
2018-06-08;3,1;,5;9;28,2;24,9;22,8;90,3;81;,9;
2018-06-09;1,8;9,8;,4;31,1;25,7;22;81,3;65;1,3;
2018-06-10;5,6;10,7;,1;31,6;25,5;21,9;79,5;57;1,3;
2018-06-11;7,4;10,5;0;31,7;25,1;20,6;72,3;49;,9;
2018-06-12;7,6;10,6;0;31,4;25,1;21,1;72,3;50;1,3;
2018-06-13;6,4;10,6;0;31,8;25,4;21,2;71;43;1,3;
2018-06-14;7,8;10,3;0;31,4;26,1;22;70,8;47;1,7;
2018-06-15;8;10,7;0;32,6;26,2;21,8;72;50;,9;
2018-06-16;8,4;4;0;31,2;26,2;23,4;69,5;53;1,6;
2018-06-17;8,5;4,1;0;31;25,9;23,2;77,3;59;1;
2018-06-18;6,7;10,2;,4;32,3;26,2;22,4;77,3;59;1,2;
2018-06-19;8;9,6;0;32,3;26,4;22,6;66;44;1,5;
2018-06-20;11;10,6;0;32,6;27,1;22,8;58;38;1,2;
2018-06-21;11,6;10,5;0;32,4;26;21,5;70;40;2,3;
2018-06-22;11,9;10,5;0;32,6;26,4;22;61,5;43;1,3;
2018-06-23;12,8;10,5;0;32,5;26,5;20,8;53,5;41;1,6;
2018-06-24;13,2;5,5;0;30,4;25,9;21;66;57;1,4;
2018-06-25;10,9;10,4;0;32,8;26,8;22,1;58,8;40;1,4;
2018-06-26;10,2;10,7;0;33,4;26,2;21,2;62;37;1,9;
2018-06-27;10;10,4;0;33,8;26,9;22,4;63,5;40;2,1;
2018-06-28;13;10,1;0;34;27,8;22,6;53,5;42;1,8;
2018-06-29;13,6;10,2;0;33,8;26,6;22,4;59,5;30;1;
2018-06-30;12,8;10,8;0;33;25,6;21;59,5;34;1,8;
2018-07-01;11,2;10;0;34;26,4;21;66,3;34;2;
2018-07-02;12,2;10,9;0;33,7;26,6;22,3;66;41;1;
2018-07-03;12,8;9;0;34;27,2;23,4;64,5;42;2,3;
2018-07-04;13,4;10,9;0;33,8;26,5;22,7;64,3;31;2,1;
2018-07-05;null;10,9;0;34,6;26,8;21,8;59;29;1,1;
2018-07-06;14;3,4;0;32,3;26,1;23;77;54;1,7;
2018-07-07;6,4;1,4;1;31,2;25,9;23;78,3;56;1;
2018-07-08;6,1;10,9;0;34;26,4;22;63,5;37;1,7;
2018-07-09;14,9;10,3;0;34,4;27,4;22,2;60,3;37;2,1;
2018-07-10;15;,2;0;29,8;25,7;22,4;66,3;53;1,1;
2018-07-11;8,3;4,3;,3;32,4;26,1;22,7;75,8;50;1,2;
2018-07-12;10,6;8,9;,3;33,5;27,2;22,6;63;41;1,6;
2018-07-13;14,1;10,8;0;33,6;26,7;22,4;62;39;2,3;
